count	reward_sum	squared_reward_sum	length
662	-76.73214759456266	10008.19453005168	134
663	-86.16492244832027	10004.475928936068	170
664	-71.87734854948881	10010.71730645765	219
665	-20.89641684920919	10028.574486410727	312
666	81.60397705038704	10067.685942615473	574
667	-4.993278418289179	10033.601029056075	337
668	60.5427910074728	10060.369100436346	980
669	-90.16192822698632	10007.74895435241	141
670	9.78067310498426	10039.196817426178	387
671	-90.19436234622047	10006.51046542748	219
672	312.0307808885614	110.77121576172858	1022
673	-73.11810335320678	10034.265680016779	417
674	313.14505811039703	117.32144909715608	949
675	128.06967636646024	10076.340814776346	808
676	-32.90985057671868	10035.18395970288	642
677	-79.77761377415442	10005.663166170834	167
678	12.647642456772147	10041.693659972165	503
679	-90.97653373053825	10004.197282142783	150
680	19.245745553861582	10046.365899074448	479
681	-54.93075987667921	10014.95945308403	276
682	18.627152280489923	10041.67360180488	480
683	-47.029663409743414	24.431604566076402	2000
684	311.97675860876757	108.67686932638446	1012
685	-65.46222701522112	10011.467244158355	234
686	-4.662105853756856	10036.19262310953	318
687	-72.16712780819944	10008.920815563786	189
688	314.15546481641485	116.04138795365145	961
689	-84.26072781867224	10004.642350659138	149
690	36.255301966257434	10045.294667457032	513
691	39.55863572614649	10052.97238450223	473
692	-22.874178994320502	10027.278633558295	327
693	-21.86863264241306	10022.564299149462	349
694	61.232307528225476	10059.368056172285	512
695	-18.610983118010736	10032.350769819372	346
696	193.65906223056595	10112.04835284789	936
697	-83.12197839837971	10005.195834325514	144
698	-88.83583943560183	10003.978264303178	156
699	-74.10444688733449	10007.465842472144	209
700	-86.0940590916052	10004.019968674269	166
701	61.28216867374144	10061.533346014903	575
702	-14.509700356865338	10032.407867762626	297
703	-68.28368077221863	10009.97787127062	215
704	114.61242629066734	10075.550607042345	731
705	-71.79756620066149	10009.000960542407	151
706	58.327331095406294	10073.788733160303	636
707	307.80943357799265	106.86039380620518	1056
708	-83.18203492349367	10005.066130066703	133
709	-90.3649043007372	10004.735240083854	147
710	-27.563306777602122	10024.2520519535	299
711	-19.75963143636912	10031.81572514869	306
712	-65.88627519284097	10010.378899406373	189
713	-96.69816549615106	10007.247672016558	277
714	21.815243603258338	10046.699570985333	393
715	-15.211157961742785	10029.480369926992	321
716	-29.583390918005207	10027.30911056977	238
717	-63.01781541727171	10011.68657880789	167
718	-35.61422650202363	10023.707840706029	243
719	-36.74502754350466	10024.971797137336	224
720	67.09321498099919	10070.568971897412	481
721	-70.2725062474623	10010.206578012918	138
722	-23.152645440118775	10034.467115327216	261
723	-85.24276759560104	10004.681446994262	137
724	-16.716238195785337	10031.51341746018	330
725	-33.845968352123265	10024.20825091697	262
726	-78.28164177343855	10005.94565284808	153
727	-57.5161400391908	10015.73562092712	174
728	40.784676317976505	10053.418811002177	486
729	-38.08669236371265	10019.99030752127	266
730	-11.655836855693195	10035.510404855584	340
731	-42.97250212087805	10024.742151164133	231
732	-12.50234147035222	10030.96259991476	325
733	-37.71103130294123	10018.00842252375	298
734	21.08228277541852	10044.986933174952	414
735	-10.257448822020635	10037.216577286104	282
736	-65.53536292498032	10011.844895911878	163
737	103.60017218906509	10082.61165168653	668
738	41.07912266638371	10057.959262691069	443
739	-3.228251092054535	10036.37591036771	426
740	-53.22751882369974	10018.386642756474	177
741	-38.30145513466574	10020.854601606125	253
742	-7.04270778610325	10035.56275988552	302
743	26.8211989350267	10057.020619915027	350
744	188.56135638929277	10111.899393983218	900
745	-41.061478618435714	10024.386851541858	303
746	-21.29746747699285	10034.15554252886	250
747	-64.94860852728577	10012.977694106574	155
748	-68.91707197777492	10009.437333095122	159
749	-25.582064815702708	10030.227885854954	247
750	-54.71375432793197	10012.383054672193	246
751	-68.9525726709927	10010.143014627125	153
752	-70.25677552502742	10010.13311275164	138
753	-0.6939725282661584	10043.183059344407	291
754	-91.82601656898142	10004.477826703589	146
755	-58.884311670568856	10013.74947727866	182
756	-19.728194807100706	10029.845573253311	270
757	-99.27437863941502	10013.396915157395	691
758	95.99529535686739	10079.453971071855	565
759	-63.08057383849397	10010.678061637163	221
760	146.03230582279807	10092.625845219081	770
761	37.8343230202465	10054.814041427882	419
762	-77.19698564142065	10007.576470721462	138
763	-30.523044068160715	10030.87546811905	237
764	77.5648916395642	10076.021796068502	507
765	8.948117122139465	10048.4435166094	315
766	-57.32334443652986	10013.270077491396	247
767	-6.224384709729506	10033.253186680844	329
768	-9.374528493168654	10032.854830347815	326
769	-28.908663118744414	10025.13024295972	258
770	51.484701116801546	10061.956876229784	523
771	64.3416032683761	10067.038829477777	494
772	-74.96543760085984	10007.249942209117	141
773	47.394208354513324	10056.94167468176	463
774	-56.02323519657716	10013.972474181983	197
775	-90.97146879293898	10005.94458263498	168
776	72.2670164831354	10068.918520299603	548
777	23.3251273250348	10049.942879667073	373
778	-20.667274838751354	10034.775678676408	244
779	-70.48958186098251	10010.346094439443	259
780	-65.53510606469726	10010.679141455204	162
781	34.24947617281234	10052.630144253895	417
782	-73.61134795218045	10007.919177534415	142
783	84.26978254808338	10067.562167276343	588
784	109.31685311151986	10081.684406991135	660
785	-67.17264935648056	10010.257547295172	259
786	-44.53964283296363	10019.963119440125	236
787	9.608707072873415	10043.841498956695	342
788	-25.389040118552543	10030.975613361414	262
789	-35.057804399429074	10019.342649538212	280
790	25.937530871968562	10044.842333215314	421
791	-24.99700057996101	10023.684308497084	308
792	-64.97073971440818	10008.69773632952	218
793	-40.11079688988202	10021.972032043901	225
794	18.35108348885905	37.150608484640195	2000
795	11.874133430898311	10047.673565193943	325
796	11.97216975016093	10044.333963493724	385
797	-31.28345167978381	10025.965353090058	253
798	10.563935281027838	10034.71777774062	435
799	-86.96384063390941	10004.629664895418	153
800	5.68862400418891	10039.821112633483	348
801	18.772806803135353	10044.356680559522	397
802	170.485903552122	10097.419211397897	871
803	-20.435655999896625	10027.752139574626	299
804	-72.94074363285695	10011.246738553858	197
805	-70.1724559640605	10009.547473364211	149
806	-85.48020804542125	10004.587968941234	159
807	-78.48507358392528	10005.674665538296	152
808	86.7724230431258	10060.73515782192	747
809	-27.97940424478746	10043.741765810353	648
810	125.53701814868364	10079.210451501911	752
811	-88.1331705045908	10004.037063287538	192
812	45.070523601127604	10051.064704655091	496
813	-17.807792753642048	10027.757254396078	345
814	-27.396382751763312	10027.35942924969	292
815	-62.98401308176865	10011.032110816426	278
816	-61.55038562480879	10012.603643141481	226
817	-54.6613362030681	10014.889379455142	199
818	-61.23289477014228	10012.904805732689	192
819	-72.8990891676915	10007.413039000543	174
820	-40.52841082700417	10018.569683499169	359
821	309.04479379501646	106.21182729953007	1111
822	-16.54125660059374	10031.921407697433	654
823	136.57593739454046	10080.583168039315	871
824	78.35946535969134	10076.93725590688	480
825	312.5002019335995	112.67291185454567	1019
826	64.74253212250179	10064.2785551171	677
827	147.18876135753328	10095.887453105068	831
828	134.1503818254357	10091.890565786554	697
829	-56.922221584084596	10014.068316771692	205
830	-6.258661739883294	10038.584019366912	287
831	-75.53212799567001	10006.007811891932	176
832	105.39657826777686	61.784456720364865	2000
833	-17.18824314260631	10025.85972956055	387
834	198.48371594312175	10116.995032364051	876
835	5.139042381533329	10034.300956188848	453
836	24.18519760246039	10049.430789306853	392
837	316.93733967330394	125.89275241939015	903
838	-36.11670984476745	10024.28054037951	237
839	315.76320451580824	115.2562597743122	951
840	-36.58024819308138	10020.485079049227	265
841	-68.7959220577057	10007.876265783167	240
842	-78.14312474813225	10009.620560727131	270
843	128.58596038735422	10089.948042505539	687
844	310.42712347748784	115.88745343626066	1016
845	110.17666049950029	10077.543464330874	659
846	194.8272387851692	10106.822226070179	961
847	312.2677785258234	116.71714704051557	957
848	-37.83607936833308	10018.792072178156	302
849	-67.49364299772044	10011.268719641877	189
850	123.25161623548087	10078.974504690344	748
851	-21.422738193443394	10023.998724739087	347
852	97.20998313631159	10079.990177425501	581
853	89.94492134399496	10069.441044218878	714
854	184.18509971692038	10107.224209377795	1071
855	-12.842431403297937	10026.361335088146	356
856	-20.62803483990848	10026.25016066868	308
857	73.06583032426028	10059.695711527222	590
858	152.51131246520808	10095.672856896399	834
859	24.649658277835826	10042.583557640857	529
860	-16.736786407630305	10028.19906388438	325
861	41.37162775510842	10054.566852350214	440
862	-13.777787440186046	10031.130300571867	312
863	313.754438960518	119.64583612424252	929
864	55.073467512693924	10055.64667840791	578
865	308.28458303286413	104.1115634031172	1084
866	-23.108612067164344	10026.285619135359	328
867	52.54330354450158	10056.12686144667	508
868	62.224279140738844	10068.11158261011	484
869	318.4751879756422	123.92226158347394	895
870	185.2614169625063	10102.494716239242	945
871	315.7546421312662	121.35207556100076	918
872	54.43908987327447	54.3472928835944	2000
873	316.05285592714216	119.90799560480717	923
874	100.06267653634049	10074.292906182705	607
875	42.61557421210841	10051.539589361004	488
876	131.52338668642798	10089.489772205961	715
877	317.882936975727	139.49813137539223	836
878	62.65771613754194	10065.253447976802	588
879	77.13236733215075	10057.004379110904	683
880	81.26363766402878	10067.566329487125	649
881	315.7101907292406	121.12436094635007	933
882	318.1582939341315	128.72020574458531	880
883	-87.6082363411492	10004.237916696253	154
884	137.29005993133723	10085.346162263726	796
885	317.6193346990897	126.83368870470602	889
886	311.6529124791118	108.05883945807089	1015
887	133.34224910179574	10087.371321678178	724
888	317.642452442755	123.78174759544478	894
889	89.88437866353084	10075.88657066221	584
890	313.37058353745414	123.09034678227991	942
891	-54.26681025202671	10019.684987368295	167
892	313.04546807784595	113.57046386058036	1040
893	47.49911508731864	10057.337987303228	485
894	-62.72795960150024	10011.472576010838	175
895	-2.3622793901820955	10043.86100939732	451
896	317.81736044703246	130.08230907726232	871
897	316.1589127619251	120.68462610862588	938
898	316.45153145973626	124.3716247217368	930
899	53.84494817758949	10064.333675373666	438
900	100.8831573400974	10077.536929336784	601
901	-44.48516418202357	10017.879873107853	278
902	317.83669184841074	128.90092322011154	890
903	141.99295473568085	10096.195744505363	743
904	41.82509887837932	10057.633014764393	433
905	-13.909626517263149	10032.090117395699	299
906	169.6052478083152	10118.450299519636	702
907	318.55385740394473	135.01746850544583	849
908	314.1982764069209	118.49792564970116	972
909	54.48174283646904	10064.72314320789	519
910	-51.38130739462794	10018.173320740594	207
911	123.12873219960349	10086.780959091138	727
912	-54.50573577462875	10015.14264181982	198
913	2.147605424696514	50.374486576377684	2000
914	92.10520078286791	10076.310865453375	560
915	77.87779791623919	10067.299423001476	590
916	-19.23260843283039	10030.702034575563	276
917	116.2319153004119	60.38546805164165	2000
918	25.21131771531597	10050.808901958584	380
919	71.27438834836767	10074.732316141344	468
920	150.31104422766555	10113.332830692912	657
921	17.02941865592588	10048.589023327204	343
922	-11.058124472763367	10028.514903165276	402
923	306.5259418536377	109.55499311638978	1068
924	76.16933593419384	10071.470559704327	514
925	108.50581075378992	10074.284216001066	727
926	40.66769798581706	10055.689818617726	446
927	-30.321789174070545	10026.541484162624	347
928	144.61764748393193	10095.29545807851	795
929	11.863627908528372	10045.839322489108	394
930	4.681954771080157	10037.951300219098	362
931	21.888985194074294	10048.58908889015	386
932	-39.22834171842347	10023.348348410533	220
933	46.900736785605375	10058.845599192939	498
934	185.82312758147987	10120.697566111992	771
935	-60.708453160265215	10013.223580817514	191
936	91.97274852492322	10078.161888560318	609
937	13.084403184451702	10043.383116413686	421
938	80.78366870752888	10063.876699272856	653
939	-83.75328307160889	10005.213481119352	156
940	-8.286454206990115	10031.935050077229	363
941	6.50670673468565	10042.443379338325	353
942	311.745622891045	122.2917896388587	998
943	-62.10099832048327	10031.275223189365	423
944	64.32100844959825	10070.398413019506	494
945	-49.33768229774875	10018.842008813397	192
946	-35.490173107533536	10022.448837293268	247
947	66.17555685860543	10064.989463148835	494
948	90.2598531116981	10075.298451045475	561
949	313.1054092595458	120.77105664282885	977
950	-80.82100965886951	10011.376063127984	350
951	147.84766770554083	10088.01029368933	818
952	316.8030111425015	127.31321254066309	910
953	72.09210105256278	10075.153740032301	532
954	315.7329736670622	123.70845278982482	927
955	23.06642141345796	10042.14989546015	464
956	201.88774084444447	10120.661511529112	867
957	-81.48187531279734	10004.702934552728	154
958	54.43896094790952	10068.750027334287	494
959	207.34886023787044	10137.106340932269	780
960	70.45346062304816	10069.142144062213	610
961	-76.71120486910772	10006.695890664107	141
962	319.39173680582724	133.43196473373155	851
963	315.67151988122265	120.05139497866419	953
964	-67.84499247911916	10011.427115646136	250
965	314.0387344756302	126.32046906158686	936
966	320.83836877925745	136.59229410330562	830
967	316.788862781053	138.91271107556483	901
968	317.35208167800573	124.92724516099048	915
969	2.1896069528301183	10041.829230917347	318
970	91.43830004525748	10081.171533189492	538
971	195.75225692836545	10125.161598710363	806
972	313.6368490272769	115.14295999470555	992
973	130.43932511260152	10089.534802435079	726
974	-10.701719518722413	10036.915167646846	274
975	-39.753989199353164	10023.266554667762	223
976	145.32221575502788	10090.80368898838	908
977	85.53931438196025	10079.849517808545	515
978	320.41324497917066	141.41624376516492	807
979	5.428861819206034	10045.675504001578	329
980	-15.518892468616897	10034.185346896527	279
981	320.0367141120339	141.4319607839873	804
982	193.30644522178352	10120.837914731072	875
983	115.31639469441944	10115.750517249966	682
984	-5.598099659191078	10032.200802056845	359
985	321.84117733868	142.42119933942826	809
986	61.1643432299893	10070.347213516421	452
987	-79.70341290447178	10005.053718475465	159
988	123.07582522802377	10092.879094130181	640
989	116.35507946635033	10088.860228410718	635
990	318.8789667036022	134.78941314961833	846
991	140.408829245442	10096.682534611406	787
992	-4.324971343373107	10038.436812886594	293
993	-52.23025559532487	10017.864586259038	187
994	316.62856107530456	133.31321003567322	883
995	-37.33879970853594	10023.970544143884	231
996	-20.609553590730485	10028.528714837623	361
997	81.3908710031262	10079.993419358934	479
998	129.86454977104856	10094.507429112855	654
999	8.687763553673136	10045.563527583847	320
1000	1.2646054368363622	10058.714372699922	1121
1001	185.3465591725547	10140.164409207997	778
1002	318.2076611574993	133.77359396933187	879
1003	95.09091625875391	10088.327795146322	515
1004	-59.742994799979044	10013.900745570423	184
1005	92.7414667433379	89.0585546123135	2000
1006	62.1659835214526	10074.322911949688	424
1007	-32.08086186334637	33.293402884399164	2000
1008	-1.1526093630389624	10037.22036517721	325
1009	317.7878522232039	129.32758555372698	878
1010	78.68547637450851	10077.635934147826	514
1011	16.977664280398983	10046.125159005303	363
1012	212.14852473797993	10142.37182516896	760
1013	21.969382428894562	10051.304444889784	364
1014	63.5920712961223	10067.707910690022	471
1015	104.45993420080885	10093.635610949836	533
1016	-77.51452799260518	10004.989097963797	165
1017	42.173276175825606	10049.719524442506	510
1018	316.0515175227964	138.803354115118	878
1019	-55.3589519387856	10015.630332896586	180
1020	-32.95261838418055	10024.255067461852	247
1021	318.43909716293723	133.5094684307168	863
1022	77.30537843656305	10061.74149240168	607
1023	134.10923181136	10096.6080215289	646
1024	87.54757894636617	10081.0020947944	535
1025	317.62771326763203	132.98317349248762	866
1026	-22.976114329316346	10032.82450851685	236
1027	20.88487103227085	10056.591501682535	327
1028	-6.313198106654212	10033.376316545537	340
1029	316.9197937087562	135.91958423949754	883
1030	134.8521736715088	10092.255705540447	695
1031	116.30894427115973	10087.82984882976	618
1032	-23.783426796810872	10022.0762116131	364
1033	97.31618986008439	10082.383904927596	572
1034	320.02734945514015	145.77469116104226	804
1035	322.44568563292955	150.1199334011835	757
1036	-40.73421638021404	10021.932888463243	226
1037	-37.54891046084572	10022.962996528458	250
1038	58.122224099302116	10067.840860223892	449
1039	-12.504849016339278	10035.787241146883	268
1040	61.99526318940485	10060.309184875405	527
1041	-16.59124290364109	10030.824629525236	341
1042	125.71623741180412	10085.732346749246	691
1043	62.478383370216164	10069.826533279107	438
1044	-79.98417469814605	10005.209669571748	137
1045	315.6363435843507	128.7851188400308	863
1046	49.21169287078308	10060.855968703972	449
1047	-43.93784808576684	10022.187695411958	207
1048	322.2205498495749	143.82149665301841	785
1049	63.83107609591019	10073.594210737492	435
1050	103.77374180658941	10086.522255442544	566
1051	320.33038372611975	141.21589222006713	799
1052	193.45445545422228	10119.481537245909	849
1053	19.45052505483669	10046.712295184732	373
1054	319.83634446541834	139.52012226845915	824
1055	317.80441205714845	134.52853139012157	893
1056	25.757294278338392	10050.673689279116	392
1057	319.1338573814682	129.30728169793124	884
1058	58.76112471370476	10063.4091370857	468
1059	-33.908329628357805	10024.745800617335	241
1060	109.39558781756955	10080.3927302063	637
1061	79.96875711546738	10071.849442293673	538
1062	58.010732007681895	10061.300364699395	492
1063	84.75724668462945	10089.36879991059	471
1064	113.53398453179344	10100.518574518117	557
1065	51.735612360763156	10062.297863936472	433
1066	-27.78370328673249	10026.83135749367	271
1067	68.72392255688507	10071.169290705791	499
1068	-42.87221149921686	10020.037775911875	232
1069	95.24397480437793	10078.559586204085	580
1070	103.6496456238051	10087.852741108707	550
1071	-20.459600767611832	10030.913095862617	264
1072	2.0724679450933934	10040.667881864078	324
1073	91.70848233803301	10087.597007795053	494
1074	-12.466483175791026	10035.566152344456	295
1075	87.25289079801365	10080.535691598241	513
1076	-7.383955431416638	10033.714730854763	327
1077	33.103401982874665	61.55561558173822	2000
1078	-24.925142228016725	10029.275370236039	255
1079	-75.07145174982878	10007.007087170421	143
1080	-7.383429946807553	10036.26677061135	302
1081	318.0465470792444	141.479187947847	825
1082	102.75761164839037	10084.381949479353	600
1083	314.0366507105845	128.70628196936187	917
1084	-34.71559552172762	10025.193720985078	239
1085	-12.579577429297714	10034.784412155681	386
1086	-66.2028944232816	10010.582750311058	169
1087	322.33667498021913	151.6509805226101	772
1088	113.40988158517507	10098.089047332835	538
1089	322.46186716458413	153.09706860919684	767
1090	312.8263140320232	135.31581174979516	885
1091	-28.1332799335364	10027.194449685445	248
1092	-1.1865859562425243	10036.73936304182	341
1093	-33.99076415293696	10025.708923493943	233
1094	6.122147599079966	10046.348728982057	304
1095	173.23068222728614	10120.880211894431	698
1096	5.962122373970658	10042.764792059505	326
1097	318.2636373147302	131.95373661207253	875
1098	213.44082466369014	10135.580977370992	816
1099	318.8129220089454	136.05772393388025	851
1100	318.92905214599074	138.46889197412025	836
1101	22.535721939485853	10047.718937211786	411
1102	-23.375963634748928	10030.407072618149	298
1103	30.114828353803063	10056.86147127854	361
1104	7.428244211139102	10043.629516218003	318
1105	129.98474330037027	10093.991512782264	649
1106	323.5451904233762	147.18784136185295	793
1107	323.70399517555654	151.43315079390825	773
1108	-1.6679560941308864	10033.115450225681	414
1109	142.3978455593974	10109.693048019775	604
1110	155.01580974726252	10112.765178915344	654
1111	-28.80527641052393	10029.983792239213	223
1112	-63.40899451947361	10011.17275004259	175
1113	42.364885038809206	10059.758807508892	449
1114	-17.307436352296392	10029.738591210345	286
1115	-18.605191840034195	10031.131318358428	330
1116	-2.3765952689975762	10038.963890668676	306
1117	3.639349989491194	10048.859372726243	284
1118	189.81360872031735	10123.383827347694	770
1119	-57.1809699281235	10014.772210865447	189
1120	29.982329206522195	10055.264491861315	372
1121	146.56503509164546	10106.777684663244	670
1122	16.80017620934008	10051.407517303514	333
1123	103.9301726335575	10080.25222433657	595
1124	-34.811395126102255	10023.500576964572	245
1125	59.91722531417395	10068.980633574678	465
1126	-79.36982802883179	10005.056879238527	147
1127	182.33457720420995	10129.644367675286	714
1128	16.84565281785926	10052.34999240584	327
1129	-40.65397719698877	10021.829342156638	225
1130	-12.49368734881638	10041.42968007547	255
1131	-25.51382978600587	10027.273960732782	268
1132	-79.26600059932218	28.6437920419553	2000
1133	318.034397954073	135.66400683509707	843
1134	321.1210111891834	147.23748947924858	767
1135	33.47493781307955	10060.208332368155	365
1136	17.1719795219051	10052.547563223863	319
1137	-37.97510093306307	10022.330977746326	240
1138	-26.809791425745132	10037.525781057448	362
1139	-10.467254020572653	10040.069012856922	314
1140	-60.51744098006902	10011.959679946327	237
1141	322.231354923349	148.07226844183813	768
1142	318.5033575285512	136.55585644489298	843
1143	-75.90265669881013	10010.477830036534	215
1144	-71.51313435656871	10011.571818586013	155
1145	35.88378209143664	10057.265795468284	393
1146	147.59752718183097	10105.74184954429	673
1147	16.629409311773856	10048.725226641407	335
1148	-52.50086218525853	10015.92889287075	218
1149	101.9821103644897	10091.092030428703	513
1150	69.1705882196625	10067.933507991003	494
1151	322.1066381941583	146.83451123405595	781
1152	-38.565321218649096	10018.57219494351	287
1153	-2.004220417816782	10042.55961499074	298
1154	67.63347821715948	10070.718155929935	469
1155	318.33623208179057	135.50689731716727	852
1156	4.319555453627089	10043.293256658626	338
1157	317.2903690187515	127.11952916608601	902
1158	89.9483320748773	10079.136765319152	646
1159	23.111808750711276	10052.89642334056	378
1160	319.17128797593995	136.38125690310065	836
1161	145.48766842996434	10109.956784938522	656
1162	-50.250355684305326	10018.730415602768	218
1163	8.78364043837071	10050.091352831932	292
1164	-70.49944303078968	10017.504074603785	481
1165	124.24983775800573	10099.14596079358	589
1166	-22.47916456726773	10030.212941057922	260
1167	112.38135012577769	10090.833338662223	567
1168	316.6410736433132	124.60204123272388	922
1169	158.02855906842353	10114.1985724731	667
1170	208.68410449322687	10139.624899413431	762
1171	12.602949619581594	10038.697109008514	432
1172	-52.31870965425445	10016.673186053124	196
1173	320.75473375507994	142.6027230815586	801
1174	-21.804248741068875	10029.531765465934	280
1175	92.2100091122852	10083.035345740922	535
1176	20.00385694994604	10057.773556184073	316
1177	-62.81364877299422	10012.3564832951	172
1178	-0.6974065023694322	10035.799108570362	346
1179	-47.39518152733989	10019.261754610729	204
1180	16.810649028669772	10047.497489476238	436
1181	34.656960018575234	10049.441979893958	484
1182	10.054784764583417	10050.304894905461	298
1183	2.1278500646583893	10045.333990428517	289
1184	6.897781692118329	10048.203265754266	366
1185	-70.63579611346879	10010.616409468983	131
1186	-37.558092820086415	10023.8039015338	236
1187	83.67417326523	10075.768102545138	526
1188	121.7187306490801	10108.117245764839	523
1189	317.16223543495414	134.69785516372102	855
1190	-84.69244540773794	10012.186816950209	211
1191	320.6876601341978	142.10679551188602	793
1192	322.5896509369756	144.06518052444028	816
1193	67.31852013287042	10075.698214261149	442
1194	-20.288976960794827	10030.640741496807	259
1195	316.5620602102236	133.13603942588892	867
1196	34.766245733462455	10063.75531623454	338
1197	-43.42616392737548	10020.13596968479	218
1198	-12.054327314316168	10038.974222944993	289
1199	127.78410170798475	10109.554898651482	548
1200	17.191974588248282	46.19498400151425	2000
1201	131.1109086004665	10101.750002149616	615
1202	4.470939597417484	10047.011250127864	279
1203	123.74411415861431	10099.196683545097	568
1204	16.83758075796881	10049.223963786317	327
1205	176.27662302214378	10120.007424128165	730
1206	-29.140960570452492	10028.807724922217	263
1207	77.5529774548838	10075.924802504052	481
1208	319.0673482349786	134.4896449108801	838
1209	320.25106922305855	138.5916239664073	827
1210	202.84983758033286	10123.488867649372	867
1211	141.49279892790594	10114.819233745407	590
1212	184.65707365882088	10128.199830082918	714
1213	19.626935847742388	10053.166227815045	353
1214	318.87352194790304	139.3717964139702	817
1215	-52.2728509520744	10016.704922782526	193
1216	159.97746334607552	10112.105652396398	674
1217	-20.83042638126949	10031.165500719388	284
1218	181.7651392260342	10116.395605311465	767
1219	206.23969545718222	10129.698533956698	822
1220	320.69895752220737	141.65551284871995	812
1221	321.184956774658	134.75704238607597	835
1222	75.1444385577679	10070.729569909437	497
1223	317.1120562800289	136.54086748131053	821
1224	320.0919830768319	139.42168166867873	824
1225	314.58539238432985	122.22263292286999	931
1226	156.39905067848855	10103.192057002016	729
1227	47.68421959214862	10061.011922253223	420
1228	96.76218726092927	10089.011292503297	498
1229	54.08795366721495	10067.066053657169	437
1230	316.127028562371	125.16209763196866	911
1231	319.44520428717	132.93771543554826	856
1232	147.91754283024514	10106.606237381704	649
1233	-53.65870476598897	10018.423901014348	172
1234	321.99411469714045	139.2503961155749	807
1235	29.123954584526842	10049.453645851321	411
1236	95.28271447531074	10084.902772920124	518
1237	32.68109048356695	10054.631378019938	393
1238	324.25502258709975	149.31396814432227	770
1239	34.01275228841595	10058.969133244125	358
1240	140.39758127359605	10109.779720725604	650
1241	-34.66668525067057	10024.965293027766	219
1242	-75.63333767698799	10007.330540833904	133
1243	317.89398090527544	131.9092848504204	873
1244	323.246563559194	151.80213358949348	758
1245	36.677331554356385	10060.165438898057	374
1246	324.80940718063175	155.57921881097178	744
1247	322.5456946851148	150.66802133020101	749
1248	324.49759900930997	157.06846504085422	731
1249	99.70896361067432	10086.78141172705	529
1250	298.71942792473453	138.6457137817414	1228
1251	70.976661329216	10066.020201475436	536
1252	318.4148364310227	140.9959630526328	840
1253	323.88589190359176	155.28611337516807	743
1254	-78.5855323347325	10005.471267546738	141
1255	151.741765873286	10110.62500701272	638
1256	29.896011603772223	10055.378094201807	353
1257	42.977012345738046	10059.938401360068	409
1258	-26.093476086848597	10029.009643851825	245
1259	321.47333894023404	144.77573413698386	808
1260	-66.44093531618368	10022.469326749755	385
1261	316.00601307990644	128.69426451282837	878
1262	319.57416914882293	144.6425274223516	798
1263	76.44822690595589	10076.552981132618	466
1264	-17.121371119314475	10032.204190515307	270
1265	71.15929161349516	10074.17229899511	467
1266	82.02389178438978	10073.354109821448	531
1267	4.434826160756103	10044.560482515344	301
1268	106.22319686839208	10084.852988776598	567
1269	68.91458999431433	10076.885323778932	435
1270	198.5926522457682	10135.301639896827	738
1271	323.5008887156193	149.80573460633303	757
1272	32.42027401019098	10056.657295112984	358
1273	41.08933522048471	10055.898553390967	424
1274	46.73818909075558	10062.24495344013	438
1275	28.340920456373993	10054.616588180357	375
1276	76.1583733040031	10070.825375746257	525
1277	132.07786807660665	10098.690151917634	610
1278	12.829881036986862	10048.570550732666	316
1279	86.86541282716973	10089.61190483136	450
1280	170.7891131630288	10123.806901623399	673
1281	19.097566667654746	10055.040583144119	316
1282	319.08360104571744	136.5767387553948	878
1283	-3.222596512641246	10040.507604276332	304
1284	-76.41478687122344	10006.507222672533	140
1285	46.64259617779291	10067.781816834959	395
1286	154.29308335801773	10117.8758043735	701
1287	-53.49786726942138	10016.160395372393	210
1288	-25.65635658960511	10031.108597947321	272
1289	114.66370049314685	10088.675344207268	607
1290	-9.64827771645298	10034.199070823528	294
1291	99.24810133058659	10093.183765479374	506
1292	-78.51824116154185	10009.61649906532	140
1293	184.96526784291547	10133.910615414457	683
1294	-47.213615216099484	10016.711874047112	244
1295	59.843709756334334	10081.73067126672	563
1296	81.80317557892184	10082.17907177564	472
1297	9.772780446858306	10048.14680626014	343
1298	182.5433966950742	10127.858476272142	737
1299	-10.420971859610034	10039.270496295196	270
1300	117.13601333746527	10102.73156460309	537
1301	112.70869012397638	93.38970222519444	2000
1302	-34.04129395109179	10025.952526825511	225
1303	51.12228936870591	10066.94151390218	402
1304	323.59255949961334	148.57125189675588	774
1305	23.310212051078437	10054.214548052003	342
1306	-23.678822769133518	10030.81462851776	255
1307	-47.7937452254056	10017.251442034993	263
1308	52.956556294008266	10063.456983693839	442
1309	323.3464833156912	145.84059616941568	802
1310	24.515545028267326	10057.024266648248	339
1311	-36.75260176571062	10024.983669677133	298
1312	181.69034328335698	10133.610901026843	682
1313	40.93451522213519	10062.14490087189	386
1314	199.8267946285274	10139.28012491712	717
1315	320.56619882069396	150.00274610689513	790
1316	318.1318204022295	141.73332971128755	801
1317	19.728173879220932	10057.550314365473	359
1318	322.2508403887775	151.88020601432748	753
1319	158.63172268874348	10113.666438571494	656
1320	24.727523431675664	10049.178543358508	396
1321	151.04180606036505	10111.52095050905	647
1322	181.14697416942664	10126.559448292342	738
1323	321.7751044411744	139.01773909994122	825
1324	100.90214701267027	10090.22554495781	522
1325	320.45836278852204	138.08245100584608	846
1326	102.79015400057969	10094.586344286667	503
1327	37.73659160676334	10050.683842269531	446
1328	28.62425112846961	10047.863205246911	650
1329	26.917042609343127	10059.217607596536	370
1330	63.8086803877749	10073.44487280821	436
