count	reward_sum	squared_reward_sum	length
368	-86.95022956092753	7.284779254336896	2000
369	-103.23259412046214	11.88949118476332	2000
370	-123.51983266858632	10011.18253842238	91
371	-126.4404978292915	10008.222148564275	210
372	-110.38759965963168	10.297611766832254	2000
373	-190.75432656656062	10017.879080689263	1538
374	-59.90459860746737	16.438127462721273	2000
375	-113.68855216159136	10003.413994303763	78
376	-62.798672522904866	8.420070730825836	2000
377	-14.76321779431177	21.297385568680735	2000
378	-135.54999143149246	10.659966847129176	2000
379	-63.77996993759644	8.092108696625482	2000
380	-53.78413139305437	8.693503594624353	2000
381	33.664687387990966	10061.224468639786	471
382	48.512175150492965	10057.676687506526	506
383	319.55410190886016	132.92978423534032	878
384	68.20655879202218	10067.624060625943	512
385	318.4028898623431	130.96919702298365	886
386	324.468493010748	144.36750801261311	823
387	-40.71946131758648	10026.7660979231	243
388	322.25330381532314	140.44735378758588	826
389	323.0907751692593	141.16147325844594	831
390	323.6336009773446	140.833539273811	824
391	323.0047605689621	141.06293500784832	823
392	324.02301729270783	142.20500538963734	817
393	321.78432084063945	138.38618414462726	829
394	322.7821126156593	138.3415486159437	829
395	324.1855468056037	142.91502892153017	807
396	324.3634467223223	141.1851124791059	818
397	325.38028449188477	145.51447489142245	804
398	325.6125383392511	144.9653258018851	803
399	326.8614077775255	145.84524983560564	815
400	325.298097832742	144.74046849390348	806
401	326.0946629898879	146.83996474173017	799
402	326.55376503527145	146.9257037297823	799
403	324.32681357953146	145.0958937259943	801
404	326.98154004840444	147.5976271051914	803
405	326.6000653277686	146.86458192264257	805
406	327.9773768551806	149.29395467798912	800
407	326.6207254511197	148.57822263349775	788
408	325.94207236169746	147.09994442745875	793
409	327.24945843554565	145.58973504129375	809
410	324.7499278796542	145.95731472968905	805
411	110.34387286530148	10094.462045848719	551
412	324.8813313025694	147.06939982960105	805
413	327.49600193214445	150.1949316291473	787
414	325.78236816137746	147.931082037523	790
415	327.00830563158775	147.79204182044995	795
416	326.42967418503224	149.01305194540774	785
417	324.41153632494985	146.3428945061293	805
418	324.0674352489613	144.5501699491572	805
419	326.6490872844793	150.27792719716186	786
420	326.55542547126765	149.6875209991764	786
421	325.2085311958918	148.80048251708772	788
422	103.32501675686956	10092.054468933618	537
423	327.3804242401904	151.65635284255234	779
424	326.62347353557095	148.74902600316736	786
425	327.07573680061506	151.02340395090366	784
426	327.1667476655439	148.63222367137087	796
427	325.91481233988424	148.38900175355724	794
428	326.6967175118426	151.70778275307867	788
429	326.66803498459245	152.252575186498	775
430	328.3677489969112	152.65555013951203	782
431	325.77926893026057	148.18598359023275	793
432	328.5134159833611	153.1259901832859	783
433	328.15706164499045	154.66457862626038	784
434	327.7319531167184	155.166809745632	776
435	327.4437816868427	152.12224402526942	781
436	327.4881926291568	153.75547400438242	772
437	327.32272624306523	153.1187710690082	777
438	325.50897935179063	148.09656104340894	795
439	328.8130939966327	157.1637657850725	759
440	327.1925362005328	151.9767662306766	779
441	327.7381530835519	154.14839414162012	774
442	328.7366781974488	156.0264657347018	764
443	326.74595416545844	152.98358892152655	773
444	327.5569456197877	155.00392236998047	766
445	328.53981325445585	156.22556038554183	763
446	328.48900943676995	157.29198635509866	759
447	327.7980385026591	154.65842322500592	769
448	174.96110636783652	10128.109771976142	672
449	328.315645206835	156.57763778852546	760
450	327.2944192625762	156.0552150691177	759
451	328.0048723177054	155.0315075469606	766
452	328.2188453718511	157.26656653326634	758
453	326.35157627349383	153.16068176301653	774
454	328.12798061181195	160.05501783327892	751
455	-69.74997301262535	5.3420324213302965	2000
456	-52.601766283842586	2.6385928919707	2000
457	-65.43737714681777	4.0221747271794825	2000
458	-65.9390896711071	3.8250468304534797	2000
